userID,assessmentItemID,testId,answerCode,Timestamp,KnowledgeTag
6443,A050056006,A070000098,1,2020-06-17 09:08:49,713
995,A010111004,A050000100,0,2020-08-24 12:09:00,2623
7326,A040033002,A010000068,1,2020-10-20 10:57:09,4683
4804,A050058004,A070000112,0,2020-10-26 09:27:45,7226
6059,A040149004,A030000081,0,2020-10-13 07:38:20,1442
544,A010049003,A030000045,1,2020-09-02 06:01:13,1578
4242,A060003006,A020000026,0,2020-08-20 12:26:49,9022
1561,A080079005,A030000073,0,2020-10-12 12:41:27,2715
6758,A090067002,A090000043,0,2020-08-02 04:46:59,7334
4797,A060057007,A080000090,0,2020-06-11 05:45:22,624
455,A090019007,A090000022,1,2020-11-07 04:22:24,9832
3627,A090059002,A060000139,0,2020-03-30 03:31:45,1578
3289,A080041003,A030000158,0,2020-04-17 01:13:47,2608
1211,A080012006,A030000001,1,2020-07-02 07:51:10,971
5824,A090063002,A060000015,1,2020-04-28 01:54:56,2111
3541,A020156007,A040000059,1,2020-05-20 22:43:30,8096
6478,A010138002,A060000128,0,2020-04-09 07:44:44,8830
3022,A070128003,A060000063,1,2020-09-15 03:03:04,10330
4938,A090051008,A010000130,0,2020-07-06 06:54:17,5705
4607,A060105006,A090000061,1,2020-09-16 11:48:00,1273
2843,A040158006,A070000088,1,2020-08-28 09:01:17,592
2701,A050031002,A070000053,1,2020-01-15 03:36:43,6308
2700,A040059002,A020000126,0,2020-04-09 20:41:52,443
3972,A060088005,A080000074,0,2020-03-20 06:12:21,7920
6678,A060182003,A060000184,1,2020-04-30 20:34:35,2116
5478,A090023001,A040000124,0,2020-08-28 00:49:18,8901
106,A020089005,A040000093,0,2020-08-29 04:07:06,7271
309,A050074002,A010000129,1,2020-04-03 06:40:26,4679
7440,A030086005,A030000027,0,2020-03-28 03:52:17,7600
2292,A030130006,A020000095,0,2020-05-11 23:16:59,4800
1218,A030196001,A030000093,1,2020-03-30 01:24:39,3826
5777,A050129006,A010000038,1,2020-07-24 06:00:36,2118
6691,A010167003,A070000107,0,2020-11-06 06:29:51,1248
3343,A060116004,A040000025,1,2020-07-29 07:58:58,8003
1781,A050070003,A060000118,0,2020-09-28 11:04:49,1963
1356,A080067001,A050000009,1,2020-03-12 02:27:59,7804
4136,A050145001,A020000095,0,2020-07-20 06:35:04,9728
3945,A070113002,A050000142,0,2020-10-12 03:54:38,8003
1685,A080014002,A070000098,0,2020-10-03 02:52:51,7309
4999,A080046007,A070000061,1,2020-08-10 10:52:52,9067
5530,A050089004,A090000024,1,2020-09-10 02:34:22,4667
7390,A040043002,A010000118,1,2020-12-02 18:32:16,7225
5630,A030176004,A020000154,1,2020-05-17 10:46:25,6805
5251,A040184012,A080000013,0,2020-07-02 11:12:27,7172
1818,A020041003,A050000072,1,2020-07-09 09:07:26,5288
530,A030075002,A040000142,1,2020-09-07 01:13:30,440
6659,A070057008,A060000114,0,2020-09-25 10:29:28,7782
4351,A030124002,A060000143,1,2020-10-20 05:39:24,3825
2853,A060178003,A030000188,1,2020-07-02 12:17:42,9162
6932,A020100001,A070000069,0,2020-03-05 04:31:08,2114
4247,A060006003,A020000141,0,2020-11-30 01:08:25,7802
4001,A010176003,A020000072,0,2020-07-02 00:48:44,308
981,A050149002,A040000170,0,2020-08-06 03:02:31,1202
1066,A080123004,A030000122,0,2020-07-19 10:25:11,4724
1959,A050006004,A040000162,1,2020-08-29 01:32:12,7696
4451,A030103005,A080000017,0,2020-10-20 07:04:41,6828
2875,A060020001,A030000105,1,2020-09-18 06:57:18,2616
2885,A040059003,A070000137,0,2020-04-14 04:24:05,6805
4916,A020161003,A040000160,0,2020-08-14 09:02:15,6556
4219,A070035009,A060000107,0,2020-07-28 08:49:16,1581
2116,A020101002,A020000088,0,2020-07-27 23:46:50,2120
2517,A030039001,A020000153,0,2020-01-02 14:12:18,7829
5016,A010192003,A030000176,1,2020-07-08 12:21:03,392
1600,A080132001,A030000019,1,2020-07-16 06:04:25,10169
7,A050157004,A010000163,1,2020-08-20 10:46:55,395
810,A020041004,A020000057,1,2020-05-03 22:39:12,712
663,A040026004,A040000128,1,2020-08-09 00:33:22,8913
1418,A040004001,A030000004,1,2020-09-23 09:03:40,10169
4689,A050136002,A040000086,1,2020-07-17 05:28:49,7598
5344,A080135002,A020000099,0,2020-03-21 06:56:55,603
1302,A070011003,A050000058,1,2020-09-06 03:22:31,2613
3245,A090019002,A020000127,1,2020-07-22 07:08:46,586
4070,A010087002,A060000094,1,2020-05-28 06:55:23,393
731,A050137001,A060000057,0,2020-06-03 11:09:45,7781
6108,A030044001,A020000121,1,2020-07-16 11:05:54,445
753,A070047005,A020000081,0,2020-08-03 22:52:05,7636
1786,A090069005,A030000028,1,2020-08-25 06:52:49,334
5054,A060023006,A080000030,1,2020-05-12 06:01:37,8125
3829,A080052001,A030000069,1,2020-03-13 03:16:24,9079
3278,A010087004,A030000136,0,2020-06-08 04:09:43,1444
6581,A090004005,A060000035,0,2020-05-01 10:24:03,7581
2358,A030033010,A060000103,1,2020-07-25 02:33:52,8404
815,A080074006,A090000006,1,2020-07-15 05:31:34,334
1423,A080043002,A020000087,1,2020-10-26 05:12:07,452
5240,A020126005,A030000107,1,2020-10-07 23:52:51,8019
1281,A020075004,A030000174,0,2020-11-21 03:09:50,10572
307,A080113001,A020000155,1,2020-02-21 13:16:16,116
797,A050077003,A010000128,0,2020-05-31 13:25:58,4604
5148,A080097001,A040000158,0,2020-06-30 09:58:10,4699
4815,A050077007,A030000162,0,2020-05-27 10:57:54,10764
2487,A040089002,A010000134,0,2020-10-08 08:39:41,436
911,A060158006,A040000002,0,2020-06-29 02:11:12,4242
6365,A070038002,A010000118,0,2020-09-14 09:44:50,7751
890,A060017001,A040000119,1,2020-06-25 11:42:23,7789
5716,A080133006,A090000054,0,2020-06-19 11:50:40,7637
2510,A010051003,A030000031,0,2020-01-08 12:25:33,7799
5829,A020045004,A050000139,1,2020-10-14 17:00:28,8092
369,A020169006,A070000069,1,2020-07-06 04:36:55,551
3950,A080128003,A060000025,0,2020-05-04 20:33:26,5267
6361,A050012004,A010000103,1,2020-09-29 09:21:00,9787
3677,A070058004,A020000124,1,2020-09-08 08:51:05,7912
2633,A040153002,A050000056,0,2020-10-26 13:03:52,8890
2348,A010129004,A010000110,0,2020-04-21 22:23:36,8127
4475,A070070004,A050000096,0,2020-10-06 06:48:22,551
1619,A070013004,A020000162,0,2020-10-07 08:06:17,8431
269,A080106005,A020000039,1,2020-12-03 08:05:24,4668
2250,A020090010,A080000034,0,2020-06-04 09:49:56,7818
74,A010159001,A050000014,1,2020-04-27 02:06:37,431
3249,A080135001,A020000142,0,2020-03-05 10:30:23,598
2846,A060159003,A030000105,0,2020-06-23 12:15:02,1874
553,A030022003,A070000084,0,2020-09-15 08:27:09,465
1014,A060104004,A050000070,1,2020-10-13 05:42:50,7929
3045,A020156004,A050000065,0,2020-08-18 09:08:55,7629
1297,A040105002,A060000068,0,2020-10-22 11:46:04,9185
7087,A010135003,A060000022,0,2020-07-31 05:17:19,1463
4580,A040030003,A070000125,1,2020-02-09 08:26:03,10590
9,A040128001,A070000010,0,2020-01-15 02:53:19,1454
3624,A040174002,A040000157,0,2020-07-29 01:45:54,394
2881,A030083001,A010000146,1,2020-10-21 04:41:33,1257
7176,A090050006,A060000089,0,2020-09-15 06:52:30,10196
1178,A090009002,A010000029,0,2020-08-17 23:57:41,9069
4758,A060151002,A030000087,1,2020-08-07 08:21:47,4673
4458,A010018007,A070000127,0,2020-11-19 02:49:00,10778
2319,A030170001,A030000061,1,2020-03-02 20:09:22,3752
3384,A060010001,A050000058,1,2020-07-01 17:46:14,1256
4327,A030086002,A020000049,0,2020-05-19 10:29:56,7801
1962,A040197002,A060000106,0,2020-11-20 04:50:16,4657
3517,A060060005,A020000193,0,2020-10-07 12:00:15,7789
1134,A070142005,A020000153,1,2020-07-04 11:08:47,10313
5863,A030187009,A090000067,0,2020-07-31 12:14:19,9787
6220,A050132007,A080000127,0,2020-01-22 13:28:09,10182
3448,A080013007,A030000060,0,2020-02-27 08:48:24,1257
1128,A040092003,A050000008,1,2020-12-11 00:10:27,5836
601,A030123005,A080000050,0,2020-04-22 01:21:46,4604
4643,A030056004,A020000008,0,2020-05-08 12:00:05,9184
2650,A050091004,A060000143,0,2020-06-19 01:47:11,10181
582,A080021005,A080000074,1,2020-09-02 08:09:51,1578
6437,A030083004,A080000032,1,2020-12-18 02:26:10,6556
7266,A040093001,A050000094,0,2020-10-19 11:42:12,6800
2359,A090039004,A060000134,1,2020-06-27 12:53:36,2090
4284,A040073003,A070000082,1,2020-09-17 00:52:12,3825
5029,A060042006,A060000174,1,2020-10-22 11:31:09,10841
6381,A050105002,A040000001,0,2020-07-09 10:30:08,436
6365,A080039006,A050000124,0,2020-09-14 21:48:03,8836
1191,A010157003,A010000080,0,2020-04-24 02:44:18,7927
2426,A030020001,A040000148,0,2020-10-28 04:26:18,4688
1442,A040018003,A020000084,1,2020-10-23 01:44:29,7637
3371,A040064001,A070000123,0,2020-10-28 05:20:51,8872
281,A060035006,A060000042,1,2020-08-11 07:22:29,5289
24,A060182005,A070000008,1,2020-09-10 08:40:25,7693
2066,A040184009,A020000024,0,2020-07-31 01:18:52,1876
5986,A010112001,A090000004,0,2020-03-24 01:44:18,1396
984,A080119001,A040000189,1,2020-06-12 09:07:08,24
6149,A060050005,A060000054,0,2020-10-23 04:31:06,1203
5797,A020087001,A050000148,0,2020-09-24 01:10:21,1533
2492,A090046005,A010000095,0,2020-08-26 08:12:52,7667
5551,A070156004,A020000140,1,2020-02-25 11:43:03,1464
4125,A060175004,A070000135,1,2020-10-22 10:21:17,5288
5930,A010060003,A030000031,1,2020-08-30 16:31:42,8880
2744,A060081004,A030000049,1,2020-03-11 00:24:29,4724
3387,A040049001,A040000132,0,2020-05-08 10:58:15,618
3423,A030102004,A090000033,1,2020-08-31 01:46:22,7310
4452,A020132004,A030000049,1,2020-06-25 21:30:53,2602
1299,A020171004,A020000163,0,2020-03-08 07:36:27,5780
5123,A030056005,A060000061,1,2020-08-14 10:34:02,346
2538,A060036005,A090000053,1,2020-09-10 09:10:36,601
5532,A030092004,A050000079,0,2020-04-28 05:19:03,1534
3645,A010074003,A060000157,0,2020-10-20 08:45:39,574
2843,A090066002,A030000003,1,2020-07-09 13:32:34,1252
2290,A050050004,A010000063,0,2020-11-07 16:21:07,10396
2054,A070091001,A010000115,0,2020-06-02 01:24:39,1253
3737,A070140007,A040000045,1,2020-05-04 16:04:20,307
4414,A030161003,A070000046,0,2020-11-13 00:51:07,596
6199,A040105004,A010000173,0,2020-05-14 16:44:56,2714
3295,A060104002,A060000019,1,2020-07-23 04:36:36,714
2222,A050174005,A020000020,0,2020-05-08 09:19:18,8931
763,A030055005,A030000098,0,2020-03-09 11:24:23,10399
565,A050073002,A040000084,0,2020-09-16 10:43:33,8127
6547,A020177004,A010000059,1,2020-02-27 05:18:10,1962
4718,A030021002,A010000165,1,2020-03-23 11:40:21,1876
376,A070071001,A020000171,0,2020-06-13 12:48:43,2721
5390,A060014005,A040000169,1,2020-03-19 20:11:24,4209
4389,A060033006,A080000116,0,2020-08-17 02:15:01,7636
359,A020131005,A050000134,1,2020-05-11 02:51:31,1000
7262,A060178004,A050000040,0,2020-11-27 22:52:25,8124
183,A080084003,A090000038,1,2020-08-04 01:55:43,6807
5134,A010123002,A030000048,0,2020-05-14 12:17:02,2625
1206,A090024003,A040000045,1,2020-07-10 13:51:55,6805
2916,A060156003,A020000090,1,2020-05-26 04:06:47,8897
106,A080032004,A050000083,0,2020-09-03 03:06:54,9787
6052,A090052004,A030000019,1,2020-07-22 11:49:50,8910
3222,A060006004,A010000187,1,2020-06-09 12:26:06,10749
4369,A080128004,A020000138,1,2020-08-13 07:30:42,7922
709,A090016008,A050000164,1,2020-08-12 02:45:13,440
2209,A070047009,A050000137,1,2020-10-22 10:36:50,4665
2984,A050079003,A070000061,1,2020-05-25 12:06:37,10741
5830,A080115003,A090000059,0,2020-07-14 06:24:10,334
905,A040140002,A040000009,0,2020-03-05 11:27:48,9044
4353,A090025004,A060000130,1,2020-10-15 05:46:25,1107
252,A090039001,A060000059,0,2020-06-11 08:00:06,590
661,A060013003,A050000055,1,2020-05-28 05:19:51,2648
1124,A060032001,A090000010,1,2020-09-01 04:04:41,25
3390,A010070003,A040000065,1,2020-10-25 04:13:49,4784
870,A030084003,A010000105,0,2020-07-28 07:28:14,9052
7389,A030076002,A060000174,1,2020-04-04 12:25:28,7227
3211,A040032004,A070000042,1,2020-09-18 00:53:53,603
5411,A040030001,A040000093,1,2020-04-22 05:40:33,9929
3348,A030031003,A080000103,1,2020-04-14 08:00:10,8424
1478,A050175003,A010000090,0,2020-09-22 02:22:39,8831
4823,A070028002,A040000108,0,2020-03-26 10:18:11,5317
5808,A030060002,A080000079,1,2020-11-22 07:22:49,7636
6986,A040029001,A030000027,1,2020-08-20 15:46:46,2078
7152,A020002004,A050000061,1,2020-10-24 04:43:10,4709
467,A030156002,A060000126,1,2020-09-16 09:33:26,334
3045,A080095003,A070000004,1,2020-08-27 21:19:29,9926
3423,A050047005,A020000170,0,2020-04-21 05:29:20,8877
4659,A060149003,A030000065,1,2020-08-24 06:38:15,7801
231,A020189003,A060000009,1,2020-08-16 07:19:38,2119
2679,A060086004,A080000002,1,2020-10-23 09:48:46,9590
5138,A010075002,A010000028,0,2020-08-27 14:14:53,4682
6281,A010158002,A080000058,1,2020-05-11 08:15:22,4697
2589,A050114007,A060000022,1,2020-07-07 20:55:44,770
4425,A030048005,A040000058,1,2020-08-10 18:01:12,4967
4295,A040004004,A080000094,0,2020-06-03 23:01:40,586
3210,A050031004,A040000082,0,2020-05-24 13:27:18,588
6208,A050152002,A060000135,0,2020-07-30 06:44:01,7034
5670,A040158002,A030000180,0,2020-11-22 12:00:06,10168
3339,A090033002,A050000036,0,2020-06-02 01:53:45,7933
5081,A030037004,A050000052,0,2020-07-01 11:59:27,2727
2009,A060033002,A060000021,1,2020-06-11 06:41:03,2711
5131,A070035004,A040000055,0,2020-10-07 00:54:40,599
3865,A010134005,A060000111,0,2020-11-05 16:26:42,4793
4098,A050106001,A070000146,1,2020-12-06 17:05:01,10400
854,A010114005,A020000187,0,2020-10-16 11:46:43,8897
4853,A020148003,A090000029,0,2020-09-17 05:35:13,8003
5741,A070110004,A080000010,1,2020-09-21 07:33:37,8018
84,A040110001,A050000062,0,2020-08-25 06:20:09,588
1426,A020153003,A040000140,0,2020-09-16 05:14:43,4697
346,A060177005,A060000042,1,2020-09-29 07:03:33,5595
314,A080088003,A020000041,1,2020-10-15 06:03:57,8123
5931,A030129005,A070000072,1,2020-05-06 04:11:54,2726
7072,A010006003,A050000043,0,2020-09-01 02:03:03,436
990,A080035007,A070000076,1,2020-06-10 10:35:42,8125
745,A050120001,A010000065,1,2020-11-28 07:59:13,7636
2167,A060081001,A020000106,0,2020-10-26 11:59:29,78
4199,A030093003,A080000060,0,2020-08-05 03:25:27,8096
3712,A030181003,A020000012,0,2020-06-24 06:41:29,5259
726,A010057003,A060000154,0,2020-09-15 11:15:46,7922
2882,A050152004,A070000161,0,2020-07-28 05:27:00,5809
6536,A040193002,A030000014,1,2020-04-20 04:33:49,8132
5634,A070009003,A060000096,0,2020-10-21 10:10:14,7307
2014,A050130005,A090000037,1,2020-01-11 04:17:54,4965
4253,A070151007,A060000144,0,2020-03-13 02:29:23,2133
1400,A040046003,A060000039,0,2020-08-06 00:02:37,10168
3447,A080049006,A050000053,0,2020-12-16 00:30:25,10795
3067,A040078001,A030000093,1,2020-03-13 06:36:16,351
934,A090028006,A010000093,0,2020-04-14 01:53:57,8836
6175,A080130008,A030000123,1,2020-05-10 09:10:49,4801
3680,A040077002,A030000088,0,2020-06-19 07:26:02,4964
3016,A040013001,A010000188,0,2020-06-25 04:59:03,2121
1792,A020038004,A080000042,1,2020-12-03 18:44:01,7829
4077,A050190003,A050000141,1,2020-05-15 12:32:19,1259
4433,A010040001,A040000072,0,2020-09-10 05:18:39,457
341,A040119001,A060000143,0,2020-08-05 05:08:37,2093
1054,A080020001,A040000010,0,2020-01-21 13:32:57,4974
439,A050146001,A040000134,1,2020-08-06 20:34:12,7935
5959,A050047003,A070000017,0,2020-06-16 10:38:25,10568
2042,A020071002,A010000134,1,2020-07-30 06:51:39,9590
5557,A070005001,A020000162,1,2020-08-05 10:44:15,1397
5433,A030184005,A090000058,0,2020-09-29 07:32:12,1271
2206,A070163008,A040000131,0,2020-10-16 05:31:00,7862
2377,A010063001,A060000122,0,2020-12-29 09:07:03,405
6573,A040157001,A080000046,0,2020-05-30 21:17:54,4232
4601,A090036005,A010000012,0,2020-05-12 22:50:01,7935
1183,A010048005,A060000036,0,2020-09-27 07:09:50,1107
4382,A060141005,A060000063,0,2020-07-13 12:20:56,5809
1585,A030084005,A050000077,0,2020-10-25 03:21:28,10603
4932,A090050002,A040000158,1,2020-09-17 10:31:38,2712
6333,A080072006,A050000139,0,2020-07-08 02:37:50,10180
2883,A040154001,A030000193,1,2020-03-10 12:31:35,8097
7217,A090062006,A070000137,1,2020-02-28 00:04:37,9232
4956,A060172004,A040000009,0,2020-05-27 18:31:04,437
3124,A050012003,A060000004,1,2020-09-02 10:00:45,6796
1712,A080007002,A050000021,0,2020-06-10 04:31:28,625
1643,A010144002,A030000154,1,2020-06-03 03:47:27,446
2446,A040104004,A040000101,1,2020-08-28 09:20:12,603
1234,A040079004,A040000049,1,2020-11-03 06:03:51,596
6400,A090041001,A060000033,0,2020-04-09 03:44:23,8902
3504,A060148005,A060000146,0,2020-06-04 19:55:34,7690
747,A060097002,A020000058,1,2020-07-21 01:08:16,4967
488,A090018006,A020000066,1,2020-05-15 04:42:00,6806
3311,A060156001,A070000062,1,2020-10-16 08:19:58,1876
7155,A060086003,A050000142,1,2020-09-11 05:04:40,4209
6916,A080105008,A020000189,0,2020-08-18 00:56:40,2074
265,A010037002,A060000047,0,2020-07-01 06:34:42,8289
5742,A020099004,A010000039,0,2020-09-03 12:11:30,2070
3291,A050140004,A040000070,0,2020-10-16 03:45:41,7248
7240,A020058003,A010000160,0,2020-06-18 03:23:23,4232
1943,A070046005,A030000147,1,2020-03-17 07:41:55,5258
4335,A080040004,A040000038,1,2020-10-21 22:27:32,8836
893,A030045004,A060000158,1,2020-06-16 11:42:34,7808
1657,A080017007,A050000164,0,2020-09-23 12:36:14,9928
915,A030056003,A070000020,0,2020-12-10 00:28:33,6795
96,A050079002,A070000118,0,2020-06-13 04:51:23,589
7283,A080049002,A060000150,1,2020-08-30 03:18:45,10606
4757,A050080004,A020000083,1,2020-06-19 02:14:39,9929
356,A020115003,A040000014,1,2020-10-09 06:23:51,4664
2835,A020157003,A090000040,1,2020-07-01 09:14:37,4660
7113,A050008005,A070000117,0,2020-03-09 02:25:03,8899
5062,A050149006,A020000118,0,2020-12-03 23:43:03,7805
1777,A090005006,A040000141,0,2020-02-21 07:05:16,6801
6878,A040144005,A030000198,0,2020-04-10 01:48:40,3703
3396,A010129003,A020000127,1,2020-09-10 04:37:45,706
2993,A050029003,A040000198,1,2020-07-28 05:44:46,4604
773,A090038004,A070000016,0,2020-08-25 09:57:08,5141
6140,A080125004,A020000151,1,2020-05-21 10:08:49,8137
1639,A040065004,A050000007,1,2020-09-10 17:34:54,2070
4518,A080092006,A020000027,0,2020-12-02 04:53:34,9167
6113,A020054004,A050000005,1,2020-10-14 10:12:11,8133
258,A080121007,A010000125,0,2020-10-16 06:18:42,1728
5260,A020056006,A070000036,1,2020-06-01 02:48:10,1184
6206,A070036001,A060000101,0,2020-06-22 01:44:37,9660
988,A030185001,A080000131,1,2020-10-23 05:43:23,7696
4992,A020064003,A030000012,0,2020-08-20 09:02:05,9125
7124,A070053001,A090000036,0,2020-08-03 20:58:34,3751
4521,A030133004,A010000165,0,2020-07-17 11:45:14,2604
2735,A070017004,A070000042,0,2020-10-02 12:25:53,4805
5522,A060118002,A020000055,0,2020-05-08 08:01:07,8094
4709,A040056004,A010000036,1,2020-09-02 06:03:08,4679
4937,A080107008,A010000162,0,2020-05-27 08:50:26,1185
585,A020056002,A060000086,0,2020-08-31 12:34:51,5261
6388,A060182004,A060000117,1,2020-06-21 09:31:17,2128
1934,A080031004,A030000021,0,2020-11-20 09:11:06,5836
5004,A040141005,A060000172,0,2020-08-25 08:15:39,5810
3068,A030081002,A080000119,1,2020-04-02 03:36:10,454
6048,A010136003,A060000015,1,2020-09-02 01:23:55,1455
2260,A040143001,A040000179,1,2020-02-21 23:07:39,9519
5947,A030051005,A070000029,1,2020-10-20 03:49:50,7944
977,A010020001,A030000089,0,2020-09-24 07:22:20,1273
6206,A070132007,A090000064,0,2020-08-23 22:55:56,9080
3009,A060112003,A030000135,0,2020-10-16 07:37:21,3827
6239,A040068005,A050000021,1,2020-08-26 08:48:15,5596
6350,A010162002,A020000054,1,2020-05-04 11:28:09,10615
1063,A020128005,A080000101,1,2020-04-07 16:12:03,9070
6315,A070021009,A030000080,0,2020-07-16 07:10:00,332
3702,A030017006,A080000007,0,2020-09-10 07:48:35,10573
515,A050150006,A090000022,1,2020-08-30 06:26:43,7803
2210,A040155001,A030000141,0,2020-08-26 14:00:41,1453
5788,A010091001,A030000095,1,2020-10-05 22:40:49,1707
2963,A080128008,A080000114,1,2020-09-06 06:42:46,7076
2168,A090055003,A080000137,1,2020-09-21 07:39:30,8905
3131,A010078002,A020000141,0,2020-05-07 00:03:16,8125
626,A080014003,A040000120,0,2020-07-28 14:03:03,8093
4809,A010156002,A070000067,1,2020-06-10 05:31:59,10610
6076,A030126002,A050000024,0,2020-05-14 10:28:12,2620
591,A080047005,A040000143,0,2020-07-14 10:15:57,8871
3255,A020021001,A080000100,1,2020-08-17 03:42:23,1395
2755,A020016005,A020000171,0,2020-10-08 04:44:26,417
3075,A070049004,A060000156,1,2020-04-09 03:08:41,594
4064,A030032002,A030000143,0,2020-11-05 08:09:04,7914
5701,A050118004,A080000128,1,2020-10-19 13:24:59,5141
1384,A090025006,A070000163,1,2020-05-23 19:41:11,458
523,A020086002,A020000078,0,2020-08-05 20:12:51,1267
4081,A050063006,A040000073,0,2020-12-09 06:25:44,547
6248,A080086005,A030000101,1,2020-07-27 05:39:45,4699
6158,A020040001,A040000039,1,2020-02-25 22:43:57,3794
3904,A010070006,A070000026,0,2020-08-17 07:50:34,4804
1798,A020108005,A090000049,1,2020-10-17 02:52:49,10819
1816,A020068004,A090000056,0,2020-07-13 07:48:37,4669
5124,A010087003,A040000114,1,2020-06-02 15:35:51,192
6627,A070080006,A060000170,1,2020-08-31 08:43:43,972
5280,A030074002,A030000134,0,2020-04-09 08:48:31,2114
5025,A050081002,A020000143,0,2020-05-13 05:18:23,9846
1314,A040115005,A070000095,0,2020-09-19 13:50:30,7618
952,A020147003,A010000121,0,2020-09-04 01:56:35,8881
1365,A030196002,A010000174,0,2020-09-08 09:06:19,10625
6908,A080028008,A030000162,0,2020-04-27 12:43:30,8886
6797,A090071006,A050000015,1,2020-11-27 08:45:08,1266
7086,A070079003,A050000176,1,2020-08-19 11:42:28,8893
